file_id,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,string,phase,font_size,correct_response,encoding_context,correct
data_2021-05-11-03-12-21_8ecrds0o0l,99,<p id = 'id_encode' style = 'font-size: 15pt;'>KHZMM</p>,n,html-keyboard-response,154,100147,0.0-4.0-0.119,KHZMM,test,15pt,n,none,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,196,<p id = 'id_encode' style = 'font-size: 15pt;'>GNKMM</p>,o,html-keyboard-response,155,100344,0.0-4.0-0.120,GNKMM,test,15pt,o,15pt,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,74.99999999998545,<p id = 'id_encode' style = 'font-size: 15pt;'>TIDHJ</p>,n,html-keyboard-response,156,100420,0.0-4.0-0.121,TIDHJ,test,15pt,n,none,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,199,<p id = 'id_encode' style = 'font-size: 15pt;'>XJGGS</p>,o,html-keyboard-response,157,100619,0.0-4.0-0.122,XJGGS,test,15pt,n,none,FALSE
data_2021-05-11-03-12-21_8ecrds0o0l,51,<p id = 'id_encode' style = 'font-size: 30pt;'>DCWGL</p>,n,html-keyboard-response,158,100672,0.0-4.0-0.123,DCWGL,test,30pt,n,none,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,208.00000000001455,<p id = 'id_encode' style = 'font-size: 15pt;'>HXIGS</p>,o,html-keyboard-response,159,100881,0.0-4.0-0.124,HXIGS,test,15pt,o,15pt,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,269,<p id = 'id_encode' style = 'font-size: 15pt;'>YLDFQ</p>,o,html-keyboard-response,160,101151,0.0-4.0-0.125,YLDFQ,test,15pt,n,none,FALSE
data_2021-05-11-03-12-21_8ecrds0o0l,95.00000000001455,<p id = 'id_encode' style = 'font-size: 15pt;'>ZARJP</p>,n,html-keyboard-response,161,101246,0.0-4.0-0.126,ZARJP,test,15pt,n,none,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,183,<p id = 'id_encode' style = 'font-size: 15pt;'>SACAO</p>,o,html-keyboard-response,162,101431,0.0-4.0-0.127,SACAO,test,15pt,o,15pt,TRUE
data_2021-05-11-03-12-21_8ecrds0o0l,78,"<p>There were 128 number of trials.</p>
    <p>You responded correctly on 57% of the trials.</p>
      <p>Press any key to complete the experiment. Thank you!</p>",n,html-keyboard-response,163,101511,0.0-5.0,NA,NA,NA,NA,NA,NA
